Country,Created_Date,Estimated_Yearly_Earning,Subscribe_Rank,Subscribers,Type,Uploads,Username,Views,Views_Rank
TH,"Feb 22nd, 2013","
$34.5K - $552.2K ",2209,"3,225,397",Games,367,Jannine Weigel,"580,019,442","4,115th"
BR,"Feb 11th, 2016","
$23.7K - $379.6K ",2208,"3,231,043",Entertainment,153,Que diabos?,"195,906,749","13,931st"
NL,"May 4th, 2012","
$5.6K - $89.6K ",2207,"3,224,037",Howto,167,NiceNienke,"131,478,126","21,420th"
IT,"Sep 28th, 2014","
$248.8K - $4M ",2205,"3,227,916",Entertainment,753,Me contro Te,"1,808,341,421",992nd
BR,"Feb 7th, 2016","
$254.5K - $4.1M ",2203,"3,241,037",People,608,Hoje é dia de Marias,"676,494,227","3,408th"
PE,"Jun 21st, 2015","
$73.4K - $1.2M ",2201,"3,238,936",Education,317,TopMax,"964,382,325","2,203rd"
,"Jan 13th, 2014","
$0 - $0 ",2200,"3,233,345",Games,0,Popular on YouTube - United Kingdom,0,"22,669,141st"
IQ,"Sep 9th, 2014","
$77.8K - $1.2M ",2198,"3,253,710",Comedy,177,Ameer Alabadi,"905,707,753","2,381st"
CA,"Feb 11th, 2010","
$5.7K - $91.5K ",2197,"3,240,673",Howto,476,cutepolish,"480,138,359","5,137th"
JP,"Mar 31st, 2010","
$339K - $5.4M ",2196,"3,246,160",Music,50,米津玄師,"1,541,805,122","1,229th"
,"Mar 31st, 2017","
$198.1K - $3.2M ",2194,"3,248,857",,42,Çizgi Film Oyuncakları,"762,952,420","2,955th"
TH,"Jan 20th, 2018","
$95.5K - $1.5M ",2193,"3,248,792",People,142,PEACH EAT LAEK,"292,655,199","9,044th"
GB,"Sep 15th, 2011","
$15.5K - $248.4K ",2191,"3,243,508",People,122,Sophia Grace,"735,283,384","3,071st"
IN,"Feb 13th, 2017","
$44K - $704.8K ",2190,"3,251,474",,150,Xyz Gyan,"265,266,338","10,112th"
IN,"Jan 2nd, 2017","
$54.9K - $878.6K ",2189,"3,246,096",People,129,The News Total,"169,027,297","16,381st"
IN,"Nov 22nd, 2017","
$309.5K - $5M ",2187,"3,260,797",,436,Venus Bhojpuri,"807,949,566","2,760th"
US,"Aug 26th, 2013","
$35.2K - $562.9K ",2186,"3,245,012",Music,112,BlackMVEVO,"1,311,194,452","1,497th"
US,"Aug 17th, 2013","
$9.1K - $146.4K ",2185,"3,246,622",Howto,330,Desi Perkins,"215,146,038","12,602nd"
RU,"Oct 28th, 2009","
$42.5K - $679.6K ",2183,"3,254,113",Autos,533,Дима Гордей,"412,084,876","6,129th"
IN,"Aug 19th, 2015","
$418.9K - $6.7M ",2182,"3,255,548",Entertainment,"3,441",Flowers Comedy,"2,268,172,182",721st
BR,"Dec 11th, 2013","
$16.4K - $263.1K ",2181,"3,251,792",People,306,Inutilismo,"293,126,106","9,033rd"
ES,"May 4th, 2015","
$61.4K - $983K ",2180,"3,253,892",Tech,271,Curiosidades con Mike,"428,328,902","5,850th"
MX,"Nov 3rd, 2010","
$7.4K - $118.5K ",2179,"3,255,561",Entertainment,104,Río Roma,"169,279,712","16,346th"
ID,"Dec 8th, 2009","
$105.3K - $1.7M ",2178,"3,260,962",Entertainment,279,Deddy Corbuzier,"342,965,861","7,569th"
MX,"Sep 4th, 2011","
$620 - $9.9K ",2177,"3,259,113",People,87,Los Ángeles Azules,"9,648,651","275,247th"
US,"Oct 22nd, 2015","
$112.7K - $1.8M ",2176,"3,263,961",Entertainment,139,The Surprise For Kids,"752,167,727","2,997th"
GB,"Feb 7th, 2015","
$11K - $176.4K ",2174,"3,264,512",Music,130,Bars and Melody OFFICIAL,"272,598,580","9,806th"
US,"Mar 8th, 2015","
$74.3K - $1.2M ",2173,"3,266,885",Education,705,Top 10s,"1,118,221,596","1,824th"
PT,"Oct 17th, 2011","
$1.3K - $20.9K ",2172,"3,265,818",Games,"3,882",Fer0m0nas,"588,193,745","4,038th"
US,"May 12th, 2009","
$127.7K - $2M ",2171,"3,266,459",Music,170,MariahCareyVEVO,"3,530,551,704",368th
FR,"Aug 11th, 2012","
$16.1K - $257.4K ",2170,"3,267,107",Comedy,245,Studio Bagel,"612,445,851","3,849th"
RU,"Mar 17th, 2014","
$186.8K - $3M ",2169,"3,271,066",Film,"1,645",Анимационные сериалы,"2,537,892,577",621st
KR,"Dec 28th, 2011","
$128.9K - $2.1M ",2167,"3,271,709",Entertainment,"15,718",KBSKpop,"1,706,537,487","1,067th"
US,"Aug 26th, 2009","
$24.4K - $389.7K ",2166,"3,293,370",Howto,544,Mr. Kate,"276,476,255","9,658th"
US,"Mar 8th, 2017","
$66.5K - $1.1M ",2165,"3,270,531",People,244,Ladylike,"611,784,964","3,853rd"
US,"Dec 13th, 2006","
$46.1K - $737.6K ",2164,"3,271,333",Entertainment,"7,743",Discovery,"1,519,904,197","1,250th"
US,"Jun 3rd, 2008","
$6.8K - $108.5K ",2162,"3,273,733",Tech,"4,560",NASA,"172,865,955","15,971st"
BR,"Sep 17th, 2006","
$6.4K - $102.4K ",2159,"3,271,807",Howto,665,Ana Maria Brogui,"264,804,272","10,140th"
ES,"Dec 7th, 2013","
$34.6K - $553.3K ",2158,"3,280,825",Music,55,KarenMéndezKM,"423,917,673","5,919th"
BR,"Jan 9th, 2012","
$124K - $2M ",2157,"3,279,170",Music,39,Gustavo Mioto,"1,121,284,610","1,815th"
CO,"Oct 30th, 2012","
$233.7K - $3.7M ",2156,"3,273,109",Music,99,CarlosVivesVEVO,"3,262,893,107",415th
ES,"Feb 23rd, 2012","
$152.1K - $2.4M ",2155,"3,284,186",Comedy,524,CILIO,"423,718,020","5,928th"
BR,"Dec 9th, 2013","
$35.6K - $569K ",2153,"3,278,816",Entertainment,"1,339",Cadê a chave?,"605,733,623","3,900th"
IN,"Feb 10th, 2012","
$17.5K - $279.2K ",2152,"3,277,900",Entertainment,366,Guava Juice,"631,986,001","3,700th"
IN,"Jan 31st, 2007","
$178.4K - $2.9M ",2151,"3,287,704",Entertainment,983,Shemaroo Bollywood Comedy,"881,730,869","2,467th"
IN,"Aug 10th, 2016","
$89.5K - $1.4M ",2150,"3,290,372",Howto,159,bharatzkitchen HINDI,"333,207,907","7,812th"
US,"Mar 16th, 2015","
$76.9K - $1.2M ",2149,"3,282,744",People,"2,152",Great Big Story,"1,010,417,132","2,083rd"
SA,"Jan 29th, 2014","
$15.3K - $244.7K ",2147,"3,290,197",People,202,Yousef Ahmed,"292,436,224","9,050th"
RU,"Jan 24th, 2011","
$77.1K - $1.2M ",2146,"3,289,163",Games,"2,783",Filipin is bro,"724,694,472","3,132nd"
SA,"Feb 1st, 2015","
$31.6K - $506.1K ",2145,"3,290,572",Entertainment,89,Banen Stars,"160,603,315","17,272nd"
BR,"Oct 20th, 2006","
$15.1K - $242.2K ",2144,"3,287,575",Tech,"5,864",TecMundo,"587,453,751","4,046th"
TR,"Feb 14th, 2015","
$110.3K - $1.8M ",2143,"3,289,633",Entertainment,"1,159",Herşey Dahil,"1,404,038,470","1,384th"
CO,"Sep 1st, 2014","
$119.4K - $1.9M ",2142,"3,291,980",Entertainment,754,La Voz Kids Colombia,"1,802,642,431",996th
,"Feb 18th, 2015","
$158.1K - $2.5M ",2141,"3,294,686",Entertainment,243,What Would You Do?,"904,157,166","2,388th"
BR,"Jun 27th, 2013","
$35.2K - $563.6K ",2140,"3,291,878",Comedy,284,10ocupados,"384,153,235","6,669th"
BR,"Jan 18th, 2011","
$9.5K - $151.3K ",2139,"3,289,318",Games,461,viniccius13,"396,929,226","6,407th"
BR,"Jan 12th, 2007","
$36.5K - $584.3K ",2138,"3,291,445",Comedy,675,Mauricio Meirelles,"457,794,568","5,418th"
US,"Feb 8th, 2007","
$205.8K - $3.3M ",2137,"3,293,230",Games,"7,687",packattack04082,"4,313,711,998",266th
BR,"Oct 29th, 2009","
$660 - $10.6K ",2136,"3,290,653",Games,"1,750",Monark,"391,379,784","6,517th"
US,"Apr 8th, 2012","
$870 - $13.9K ",2134,"3,295,002",People,26,StoryX,"837,550","2,012,588th"
IN,"Feb 10th, 2015","
$51.1K - $817.9K ",2132,"3,302,524",Comedy,503,MostlySane,"331,923,776","7,858th"
MX,"Sep 29th, 2006","
$26.7K - $426.7K ",2131,"3,300,630",Education,"1,114",christianvib,"516,554,858","4,718th"
US,"Dec 28th, 2015","
$194K - $3.1M ",2130,"3,303,796",Autos,"1,154",Dekja,"1,487,795,281","1,286th"
US,"Jun 4th, 2011","
$153.3K - $2.5M ",2129,"3,302,724",Music,59,Lukas Graham,"1,283,471,521","1,545th"
RU,"Jul 4th, 2014","
$50.6K - $810.3K ",2128,"3,299,720",Entertainment,32,Афоня TV,"205,476,659","13,241st"
QA,"Mar 26th, 2007","
$99.3K - $1.6M ",2127,"3,303,571",News,"106,501",Al Jazeera Arabic قناة الجزيرة,"1,226,026,761","1,625th"
GB,"Jun 26th, 2011","
$60.2K - $964K ",2126,"3,301,949",Games,172,SovietWomble,"640,311,508","3,657th"
RU,"May 4th, 2012","
$23.9K - $381.7K ",2125,"3,300,643",Entertainment,278,Mary Senn,"380,801,369","6,736th"
TH,"Jul 9th, 2014","
$40.1K - $641.6K ",2122,"3,305,237",Entertainment,376,OKyouLIKEs,"386,007,081","6,634th"
,"Mar 31st, 2017","
$54.1K - $865K ",2121,"3,304,906",Music,14,HarryStylesVEVO,"751,759,515","2,999th"
IN,"Mar 13th, 2014","
$250.8K - $4M ",2120,"3,311,712",Education,217,infobells - Tamil,"1,856,802,097",957th
US,"Nov 16th, 2009","
$58.1K - $929.8K ",2118,"3,321,628",Entertainment,400,Professor Live,"557,833,047","4,318th"
ES,"Mar 4th, 2013","
$292K - $4.7M ",2117,"3,315,480",Music,155,Pica - Pica Oficial,"2,576,765,041",606th
US,"Aug 31st, 2012","
$0 - $0 ",2116,"3,309,794",Games,0,TV Shows - India,0,"23,318,603rd"
PL,"Oct 4th, 2012","
$54.3K - $868.7K ",2115,"3,310,211",Comedy,226,AbstrachujeTV,"1,028,654,353","2,043rd"
TH,"May 12th, 2012","
$208.9K - $3.3M ",2114,"3,314,119",Entertainment,387,HeHaa TV,"1,285,092,695","1,542nd"
US,"Oct 9th, 2011","
$2.8K - $45.1K ",2113,"3,310,578",Comedy,177,Tré Melvin,"327,433,474","7,995th"
IN,"May 15th, 2014","
$244.3K - $3.9M ",2112,"3,319,420",Music,477,Nirahua Music World,"1,640,914,935","1,125th"
SG,"Jan 6th, 2014","
$375.2K - $6M ",2111,"3,319,870",Film,430,Oddbods - Official Channel,"2,252,937,226",726th
TH,"Sep 27th, 2016","
$186.8K - $3M ",2110,"3,319,857",Entertainment,794,The Inner Studio,"896,298,492","2,421st"
GB,"Feb 3rd, 2015","
$0 - $0 ",2109,"3,315,825",Sports,315,Wrzzer,"803,571,894","2,771st"
US,"Nov 9th, 2015","
$8.4K - $135.1K ",2108,"3,315,211",People,38,Maddie Ziegler,"148,203,138","18,847th"
US,"Mar 11th, 2016","
$9.6K - $153.5K ",2107,"3,315,200",Entertainment,173,D&B Nation,"198,647,241","13,727th"
US,"Sep 18th, 2013","
$187.8K - $3M ",2106,"3,321,713",Entertainment,"2,990",Breakfast Club Power 105.1 FM,"1,123,068,225","1,813th"
VN,"Nov 3rd, 2015","
$112.2K - $1.8M ",2105,"3,318,803",Entertainment,"4,421",DIEN QUAN Entertainment / Giải Trí,"2,298,449,785",713th
GB,"Mar 25th, 2007","
$108K - $1.7M ",2104,"3,318,714",Entertainment,"3,100",Toy Trains 4u,"4,522,636,618",247th
CA,"May 22nd, 2016","
$78.7K - $1.3M ",2103,"3,324,787",Entertainment,160,Chills,"479,014,315","5,154th"
IN,"Jan 6th, 2013","
$33.5K - $536.1K ",2102,"3,324,576",Education,106,Rahasya,"246,202,039","10,964th"
BR,"Nov 21st, 2013","
$22.3K - $357.4K ",2099,"3,329,472",People,453,Cátia Damasceno,"213,503,787","12,704th"
US,"Sep 19th, 2006","
$60 - $968 ",2098,"567,160",Music,121,Little Big Town,"4,295,946","567,497th"
US,"Jan 13th, 2014","
$29.3K - $468.2K ",2097,"3,328,462",Entertainment,258,Yes Theory,"330,941,116","7,884th"
NL,"Apr 22nd, 2014","
$8.1K - $130K ",2095,"3,328,553",Entertainment,394,إسوارة,"430,367,364","5,819th"
US,"Mar 12th, 2014","
$229.2K - $3.7M ",2093,"3,340,056",Howto,166,Vy Qwaint,"575,554,752","4,154th"
CA,"Aug 4th, 2009","
$137 - $2.2K ",2092,"3,333,009",Music,48,CarlyRaeMusic,"3,328,187","706,157th"
RU,"May 26th, 2014","
$0 - $0 ",2091,"3,339,398",People,380,MOGOL TV,"532,441,415","4,549th"
VN,"May 25th, 2010","
$79.3K - $1.3M ",2090,"3,337,126",Music,79,Vn Kids,"218,103,076","12,417th"
US,"Jan 17th, 2009","
$3.6K - $57.7K ",2089,"3,337,606",Comedy,470,Ricky Dillon,"404,105,159","6,275th"
US,"Feb 4th, 2013","
$7.5K - $119.9K ",2088,"3,338,656",Entertainment,271,Ema&Eric Giant Surprise,"975,649,179","2,176th"
,"May 19th, 2015","
$269 - $4.3K ",2087,"3,340,566",People,8,Hailee Steinfeld,"11,327,722","236,927th"
BR,"Feb 22nd, 2015","
$88.6K - $1.4M ",2085,"3,343,479",Games,"1,650",ProSidu,"715,728,367","3,185th"
US,"Jul 6th, 2015","
$360.5K - $5.8M ",2082,"3,350,735",Entertainment,116,Blippi Toys,"2,515,908,121",629th
IN,"Nov 14th, 2016","
$44.4K - $710.7K ",2080,"3,350,298",Entertainment,654,Adbhut TV India,"307,136,109","8,587th"
US,"May 22nd, 2013","
$177.5K - $2.8M ",2079,"3,345,819",Entertainment,"2,999",HobbyKidsTV,"6,080,025,661",150th
IN,"May 27th, 2017","
$357.9K - $5.7M ",2078,"3,365,006",,224,Koo Koo TV - Hindi,"831,267,540","2,652nd"
US,"May 14th, 2007","
$727 - $11.6K ",2077,"3,348,757",Entertainment,160,Big Sean,"101,743,292","27,842nd"
IN,"Nov 22nd, 2016","
$220.2K - $3.5M ",2076,"3,361,291",Entertainment,"4,491",RCM Bhojpuri Hit,"1,006,402,015","2,094th"
GB,"Jan 16th, 2007","
$29.5K - $471.3K ",2075,"542,750",Comedy,"1,267",Adult Swim UK,"301,313,023","8,754th"
RU,"Dec 27th, 2010","
$46.8K - $749.2K ",2074,"3,351,751",Autos,480,AcademeG,"643,862,327","3,638th"
ES,"Sep 22nd, 2014","
$56.4K - $902.6K ",2073,"3,352,619",Games,556,ROBERT PG,"671,097,821","3,441st"
US,"Aug 29th, 2010","
$6.2K - $99.3K ",2072,"3,351,118",Howto,284,Aspyn Ovard,"251,540,081","10,713th"
,"Sep 26th, 2015","
$173 - $2.8K ",2071,"3,358,773",Music,20,Jonas Blue,"2,249,586","974,141st"
US,"Nov 13th, 2009","
$76.8K - $1.2M ",2070,"3,353,170",Music,50,EvanescenceVEVO,"1,890,914,317",941st
ES,"Jan 24th, 2008","
$2.7K - $43.3K ",2069,"3,354,930",Music,92,Abraham Mateo,"85,002,617","33,531st"
GB,"May 16th, 2011","
$48.4K - $774.9K ",2068,"3,355,041",Games,"2,228",GameSprout,"1,263,607,209","1,578th"
MX,"Nov 10th, 2016","
$242.6K - $3.9M ",2066,"3,363,535",,"1,520",La Rosa Hd,"1,570,873,403","1,193rd"
ES,"May 1st, 2015","
$60.3K - $965.5K ",2064,"3,359,178",Entertainment,244,La Diversion de Martina,"698,172,191","3,295th"
MX,"Jun 22nd, 2015","
$0 - $0 ",2063,"3,356,686",Howto,199,Yarissa,"204,654,753","13,295th"
PK,"Dec 7th, 2014","
$38.2K - $611.5K ",2062,"3,361,095",Education,422,AJ Official,"368,687,338","7,025th"
PH,"Mar 9th, 2010","
$66.1K - $1.1M ",2061,"3,360,303",Travel,885,fliptopbattles,"1,293,677,308","1,521st"
VN,"May 12th, 2015","
$115.3K - $1.8M ",2059,"3,363,112",Games,"1,015",Oops Banana,"1,073,064,237","1,919th"
EG,"Jan 12th, 2017","
$554.9K - $8.9M ",2058,"3,374,426",Entertainment,"2,034",dmc دراما,"1,273,057,052","1,564th"
IN,"Jun 6th, 2012","
$41.6K - $665.9K ",2056,"3,364,852",Howto,"3,895",Pooja Luthra,"424,097,879","5,916th"
US,"Jan 15th, 2010","
$12.3K - $197.4K ",2055,"3,360,884",Howto,"1,382",Laura in the Kitchen,"508,911,138","4,795th"
BR,"Dec 21st, 2015","
$35.5K - $568.2K ",2054,"3,363,072",Games,"2,131",Juaum,"509,941,101","4,783rd"
NZ,"Mar 16th, 2017","
$791.6K - $12.7M ",2053,"3,384,496",Education,180,Rainbow Art,"905,973,011","2,382nd"
US,"Jun 20th, 2015","
$81.3K - $1.3M ",2052,"3,367,509",Education,646,Farmees - Nursery Rhymes And Kids Songs,"1,167,041,419","1,731st"
US,"May 26th, 2008","
$61.6K - $985.7K ",2050,"3,366,085",Comedy,327,TeamFourStar,"1,074,182,362","1,915th"
PE,"Oct 14th, 2016","
$985.9K - $15.8M ",2049,"3,427,300",,136,TocToc Toys,"840,991,186","2,607th"
US,"Sep 13th, 2013","
$79.1K - $1.3M ",2047,"3,369,764",Music,151,Young Thug,"1,619,010,432","1,146th"
TH,"Aug 23rd, 2011","
$125.1K - $2M ",2046,"3,379,856",Games,"1,161",PojzPlaza,"606,044,669","3,895th"
US,"May 12th, 2009","
$55.8K - $893.2K ",2045,"3,370,915",Music,99,YandelVEVO,"2,238,447,192",736th
US,"Jun 19th, 2008","
$13.5K - $215.9K ",2044,"3,373,430",Music,124,Gerardo Ortiz,"137,280,063","20,463rd"
BR,"Oct 9th, 2007","
$7.3K - $116.2K ",2043,"3,372,335",Entertainment,169,Biel Tá Online !,"150,408,726","18,546th"
US,"Sep 29th, 2007","
$109.6K - $1.8M ",2042,"3,376,530",Film,820,GameofThrones,"713,734,163","3,195th"
CA,"Jul 30th, 2008","
$20.1K - $321.2K ",2041,"3,374,906",Music,187,Walk off the Earth,"801,890,980","2,773rd"
ES,"Jan 26th, 2012","
$70.6K - $1.1M ",2040,"3,377,090",Games,"4,047",xFaRgAnx YT,"829,982,615","2,656th"
US,"Apr 12th, 2006","
$1.9K - $29.8K ",2039,"3,376,806",Games,"2,424",videogames,"899,055,386","2,408th"
,"Jan 4th, 2015","
$608 - $9.7K ",2038,"3,383,659",Music,6,James Arthur,"2,489,703","898,421st"
,"Feb 19th, 2015","
 $77.7K - $1.2M ",2037,"3,384,364",Entertainment,68,ChildrenNurseryRhymes,"575,113,395","4,161st"
BR,"Sep 9th, 2011","
$15.4K - $246K ",2036,"3,381,987",Music,133,Biollo,"462,582,086","5,354th"
,"Jun 21st, 2017","
$258.2K - $4.1M ",2034,"3,396,447",,37,Hola Niño,"691,910,566","3,326th"
IN,"May 2nd, 2014","
$131.2K - $2.1M ",2033,"3,390,060",Entertainment,"1,152",SonyLIV,"627,894,701","3,739th"
IN,"Aug 10th, 2011","
$306.3K - $4.9M ",2032,"3,388,503",Entertainment,"3,569",Anand Audio,"1,834,965,677",972nd
FR,"Sep 24th, 2012","
$27.5K - $440K ",2030,"3,388,104",Comedy,300,Golden Moustache,"820,434,569","2,698th"
US,"May 21st, 2010","
$96.2K - $1.5M ",2029,"3,387,826",Music,30,ChinoNachoVEVO,"2,943,314,521",483rd
GB,"Dec 20th, 2010","
$44.6K - $713.1K ",2028,"3,389,283",Entertainment,"1,385",SevenPerfectAngels,"1,486,576,685","1,287th"
ES,"Jul 19th, 2014","
$31.3K - $500.1K ",2027,"3,391,817",Entertainment,185,Ariann Music,"453,154,713","5,489th"
IN,"Jun 7th, 2007","
$25.2K - $402.8K ",2025,"3,395,967",Howto,414,Him-eesh Madaan,"163,923,047","16,888th"
BR,"Apr 24th, 2010","
$8.9K - $143.2K ",2026,"3,391,119",Howto,489,Michelle Almendra,"171,866,504","16,059th"
UA,"Jul 30th, 2011","
$2.4K - $38.2K ",2024,"3,389,609",Howto,205,Anastasiya Shpagina,"301,290,384","8,755th"
KR,"Apr 29th, 2014","
$204.9K - $3.3M ",2023,"3,394,573",Entertainment,"7,104",M2,"1,666,121,283","1,108th"
IN,"Jul 22nd, 2015","
$361.5K - $5.8M ",2022,"3,406,688",Film,350,Goldmines Hindi,"1,094,354,617","1,876th"
IN,"Mar 27th, 2014","
$132.8K - $2.1M ",2021,"3,396,671",Entertainment,"7,063",NDJ MUSIC,"1,159,030,417","1,742nd"
IN,"Aug 3rd, 2017","
 $120.5K - $1.9M ",2020,"3,396,752",,244,Humble Music,"913,228,346","2,350th"
US,"Jun 5th, 2010","
$641 - $10.3K ",2019,"3,394,214",Film,35,superkian13,"53,768,205","53,310th"
PT,"Jan 11th, 2012","
$39.8K - $637.5K ",2018,"3,394,885",Entertainment,"1,467",wuant,"903,029,638","2,394th"
IN,"Aug 10th, 2014","
$268.4K - $4.3M ",2017,"3,417,818",,89,Satyajeet Jena Official,"456,126,153","5,445th"
BR,"May 6th, 2015","
$58.9K - $942.7K ",2016,"3,408,355",Entertainment,221,Área Curiosa,"291,263,252","9,102nd"
SA,"May 6th, 2012","
$76.7K - $1.2M ",2015,"3,400,500",Entertainment,244,دستور DSTOR I,"381,446,166","6,722nd"
BR,"Oct 2nd, 2011","
$80.1K - $1.3M ",2013,"3,400,546",Comedy,343,Toda Meiga,"525,553,845","4,618th"
US,"Oct 21st, 2008","
$16.1K - $257K ",2012,"3,399,389",Entertainment,254,Annie LeBlanc,"397,935,662","6,392nd"
TH,"May 31st, 2015","
$0 - $0 ",2011,"3,399,748",Entertainment,173,MR.B,"341,727,437","7,608th"
IN,"Jun 5th, 2011","
$17K - $272.7K ",2010,"3,402,256",People,49,Zakir Khan,"210,810,145","12,884th"
ES,"Nov 6th, 2011","
$66.4K - $1.1M ",2008,"3,405,768",Games,"4,411",WhiteZunder,"966,307,398","2,198th"
